t[s](1)           t[s/mm2](2)       r[mm](3)          r/rd[-](4)        T[K](5)           Tfib[K](6)        v[m/s](7)         dummy(8)          NC7H16_w(9)       
9.181647738e-07   1.873805661e-06   1.000000000e-13   2.857158077e-13   3.000000000e+02   3.000000000e+02   -1.708119455e-22  0.000000000e+00   1.000000000e+00   
9.181647738e-07   1.873805661e-06   2.298048908e-02   6.565889000e-02   3.000000000e+02   3.000000000e+02   -5.693731518e-23  0.000000000e+00   1.000000000e+00   
9.181647738e-07   1.873805661e-06   4.466018210e-02   1.276012000e-01   3.000000000e+02   3.000000000e+02   -2.888938128e-23  0.000000000e+00   1.000000000e+00   
9.181647738e-07   1.873805661e-06   6.511274315e-02   1.860374000e-01   3.000000000e+02   3.000000000e+02   -1.774292341e-23  0.000000000e+00   1.000000000e+00   
9.181647738e-07   1.873805661e-06   8.440761537e-02   2.411659000e-01   3.000000000e+02   3.000000000e+02   -1.217617888e-23  0.000000000e+00   1.000000000e+00   
9.181647738e-07   1.873805661e-06   1.026103184e-01   2.931739000e-01   3.000000000e+02   3.000000000e+02   -8.987483945e-24  0.000000000e+00   1.000000000e+00   
9.181647738e-07   1.873805661e-06   1.197826619e-01   3.422380000e-01   3.000000000e+02   3.000000000e+02   -6.984774332e-24  0.000000000e+00   1.000000000e+00   
9.181647738e-07   1.873805661e-06   1.359830256e-01   3.885250000e-01   3.000000000e+02   3.000000000e+02   -5.640750546e-24  0.000000000e+00   1.000000000e+00   
9.181647738e-07   1.873805661e-06   1.512663592e-01   4.321919000e-01   3.000000000e+02   3.000000000e+02   -4.692523769e-24  0.000000000e+00   1.000000000e+00   
9.181647738e-07   1.873805661e-06   1.656846024e-01   4.733871000e-01   3.000000000e+02   3.000000000e+02   -3.996887637e-24  0.000000000e+00   1.000000000e+00   
9.181647738e-07   1.873805661e-06   1.792867200e-01   5.122505000e-01   3.000000000e+02   3.000000000e+02   -3.470316045e-24  0.000000000e+00   1.000000000e+00   
9.181647738e-07   1.873805661e-06   1.921189116e-01   5.489141000e-01   3.000000000e+02   3.000000000e+02   -3.061361257e-24  0.000000000e+00   1.000000000e+00   
9.181647738e-07   1.873805661e-06   2.042247171e-01   5.835023000e-01   3.000000000e+02   3.000000000e+02   -2.736892340e-24  0.000000000e+00   1.000000000e+00   
9.181647738e-07   1.873805661e-06   2.156453313e-01   6.161328000e-01   3.000000000e+02   3.000000000e+02   -2.474764432e-24  0.000000000e+00   1.000000000e+00   
9.181647738e-07   1.873805661e-06   2.264194639e-01   6.469162000e-01   3.000000000e+02   3.000000000e+02   -2.259708705e-24  0.000000000e+00   1.000000000e+00   
9.181647738e-07   1.873805661e-06   2.365837597e-01   6.759572000e-01   3.000000000e+02   3.000000000e+02   -2.080905718e-24  0.000000000e+00   1.000000000e+00   
9.181647738e-07   1.873805661e-06   2.461727287e-01   7.033544000e-01   3.000000000e+02   3.000000000e+02   -1.930510466e-24  0.000000000e+00   1.000000000e+00   
9.181647738e-07   1.873805661e-06   2.552189205e-01   7.292008000e-01   3.000000000e+02   3.000000000e+02   -1.802716498e-24  0.000000000e+00   1.000000000e+00   
9.181647738e-07   1.873805661e-06   2.637530650e-01   7.535842000e-01   3.000000000e+02   3.000000000e+02   -1.693147600e-24  0.000000000e+00   1.000000000e+00   
9.181647738e-07   1.873805661e-06   2.718041071e-01   7.765873000e-01   3.000000000e+02   3.000000000e+02   -1.598452848e-24  0.000000000e+00   1.000000000e+00   
9.181647738e-07   1.873805661e-06   2.793994867e-01   7.982885000e-01   3.000000000e+02   3.000000000e+02   -1.516027470e-24  0.000000000e+00   1.000000000e+00   
9.181647738e-07   1.873805661e-06   2.865648935e-01   8.187612000e-01   3.000000000e+02   3.000000000e+02   -1.443823359e-24  0.000000000e+00   1.000000000e+00   
9.181647738e-07   1.873805661e-06   2.933247225e-01   8.380751000e-01   3.000000000e+02   3.000000000e+02   -1.380208056e-24  0.000000000e+00   1.000000000e+00   
9.181647738e-07   1.873805661e-06   2.997019335e-01   8.562958000e-01   3.000000000e+02   3.000000000e+02   -1.323868168e-24  0.000000000e+00   1.000000000e+00   
9.181647738e-07   1.873805661e-06   3.057181565e-01   8.734851000e-01   3.000000000e+02   3.000000000e+02   -1.273736482e-24  0.000000000e+00   1.000000000e+00   
9.181647738e-07   1.873805661e-06   3.113938662e-01   8.897015000e-01   3.000000000e+02   3.000000000e+02   -1.228924172e-24  0.000000000e+00   1.000000000e+00   
9.181647738e-07   1.873805661e-06   3.167482777e-01   9.049999000e-01   3.000000000e+02   3.000000000e+02   -1.159144128e-24  0.000000000e+00   1.000000000e+00   
9.181647738e-07   1.873805661e-06   3.217996258e-01   9.194324000e-01   3.000000000e+02   3.000000000e+02   2.054664574e-22   0.000000000e+00   1.000000000e+00   
9.181647738e-07   1.873805661e-06   3.265650254e-01   9.330479000e-01   3.000000000e+02   3.000000000e+02   4.370071305e-17   0.000000000e+00   1.000000000e+00   
9.181647738e-07   1.873805661e-06   3.310607165e-01   9.458928000e-01   3.000000000e+02   3.000000000e+02   5.654626503e-14   0.000000000e+00   1.000000000e+00   
9.181647738e-07   1.873805661e-06   3.353019239e-01   9.580106000e-01   3.000000000e+02   3.000000000e+02   5.081716395e-11   0.000000000e+00   1.000000000e+00   
9.181647738e-07   1.873805661e-06   3.393030676e-01   9.694425000e-01   3.000000024e+02   3.000000000e+02   3.037618153e-08   0.000000000e+00   1.000000000e+00   
9.181647738e-07   1.873805661e-06   3.430776925e-01   9.802272000e-01   3.000013636e+02   3.000000000e+02   1.057739148e-05   0.000000000e+00   1.000000000e+00   
9.181647738e-07   1.873805661e-06   3.466387135e-01   9.904016000e-01   3.004484128e+02   3.000000000e+02   1.536760125e-03   0.000000000e+00   1.000000000e+00   
9.181647738e-07   1.873805661e-06   3.499981356e-01   1.000000000e+00   3.670514953e+02   7.650000000e+02   -6.191623717e-02  0.000000000e+00   1.000000000e+00   

1.876865679e-05   3.830338121e-05   1.000000000e-13   2.858543364e-13   3.000000000e+02   3.000000000e+02   2.088919844e-21   0.000000000e+00   1.000000000e+00   
1.876865679e-05   3.830338121e-05   2.296935244e-02   6.565889000e-02   3.000000000e+02   3.000000000e+02   6.963066148e-22   0.000000000e+00   1.000000000e+00   
1.876865679e-05   3.830338121e-05   4.463853920e-02   1.276012000e-01   3.000000000e+02   3.000000000e+02   3.532984866e-22   0.000000000e+00   1.000000000e+00   
1.876865679e-05   3.830338121e-05   6.508118868e-02   1.860374000e-01   3.000000000e+02   3.000000000e+02   2.169845013e-22   0.000000000e+00   1.000000000e+00   
1.876865679e-05   3.830338121e-05   8.436671035e-02   2.411659000e-01   3.000000000e+02   3.000000000e+02   1.489068087e-22   0.000000000e+00   1.000000000e+00   
1.876865679e-05   3.830338121e-05   1.025605921e-01   2.931739000e-01   3.000000000e+02   3.000000000e+02   1.099111277e-22   0.000000000e+00   1.000000000e+00   
1.876865679e-05   3.830338121e-05   1.197246137e-01   3.422380000e-01   3.000000000e+02   3.000000000e+02   8.541928180e-23   0.000000000e+00   1.000000000e+00   
1.876865679e-05   3.830338121e-05   1.359171265e-01   3.885250000e-01   3.000000000e+02   3.000000000e+02   6.898273840e-23   0.000000000e+00   1.000000000e+00   
1.876865679e-05   3.830338121e-05   1.511930536e-01   4.321919000e-01   3.000000000e+02   3.000000000e+02   5.738653694e-23   0.000000000e+00   1.000000000e+00   
1.876865679e-05   3.830338121e-05   1.656043095e-01   4.733871000e-01   3.000000000e+02   3.000000000e+02   4.887935604e-23   0.000000000e+00   1.000000000e+00   
1.876865679e-05   3.830338121e-05   1.791998353e-01   5.122505000e-01   3.000000000e+02   3.000000000e+02   4.243972535e-23   0.000000000e+00   1.000000000e+00   
1.876865679e-05   3.830338121e-05   1.920258083e-01   5.489141000e-01   3.000000000e+02   3.000000000e+02   3.743847225e-23   0.000000000e+00   1.000000000e+00   
1.876865679e-05   3.830338121e-05   2.041257472e-01   5.835023000e-01   3.000000000e+02   3.000000000e+02   3.347042682e-23   0.000000000e+00   1.000000000e+00   
1.876865679e-05   3.830338121e-05   2.155408268e-01   6.161328000e-01   3.000000000e+02   3.000000000e+02   3.026477170e-23   0.000000000e+00   1.000000000e+00   
1.876865679e-05   3.830338121e-05   2.263097381e-01   6.469162000e-01   3.000000000e+02   3.000000000e+02   2.763477896e-23   0.000000000e+00   1.000000000e+00   
1.876865679e-05   3.830338121e-05   2.364691082e-01   6.759572000e-01   3.000000000e+02   3.000000000e+02   2.544813384e-23   0.000000000e+00   1.000000000e+00   
1.876865679e-05   3.830338121e-05   2.460534302e-01   7.033544000e-01   3.000000000e+02   3.000000000e+02   2.360889698e-23   0.000000000e+00   1.000000000e+00   
1.876865679e-05   3.830338121e-05   2.550952381e-01   7.292008000e-01   3.000000000e+02   3.000000000e+02   2.204605923e-23   0.000000000e+00   1.000000000e+00   
1.876865679e-05   3.830338121e-05   2.636252469e-01   7.535842000e-01   3.000000000e+02   3.000000000e+02   2.070610233e-23   0.000000000e+00   1.000000000e+00   
1.876865679e-05   3.830338121e-05   2.716723874e-01   7.765873000e-01   3.000000000e+02   3.000000000e+02   1.954804678e-23   0.000000000e+00   1.000000000e+00   
1.876865679e-05   3.830338121e-05   2.792640861e-01   7.982885000e-01   3.000000000e+02   3.000000000e+02   1.854007988e-23   0.000000000e+00   1.000000000e+00   
1.876865679e-05   3.830338121e-05   2.864260205e-01   8.187612000e-01   3.000000000e+02   3.000000000e+02   1.766631506e-23   0.000000000e+00   1.000000000e+00   
1.876865679e-05   3.830338121e-05   2.931825736e-01   8.380751000e-01   3.000000000e+02   3.000000000e+02   1.807191124e-23   0.000000000e+00   1.000000000e+00   
1.876865679e-05   3.830338121e-05   2.995566941e-01   8.562958000e-01   3.000000000e+02   3.000000000e+02   7.517852311e-24   0.000000000e+00   1.000000000e+00   
1.876865679e-05   3.830338121e-05   3.055700015e-01   8.734851000e-01   3.000000000e+02   3.000000000e+02   2.566672294e-23   0.000000000e+00   1.000000000e+00   
1.876865679e-05   3.830338121e-05   3.112429608e-01   8.897015000e-01   3.000000000e+02   3.000000000e+02   1.040105781e-16   0.000000000e+00   1.000000000e+00   
1.876865679e-05   3.830338121e-05   3.165947774e-01   9.049999000e-01   3.000000000e+02   3.000000000e+02   1.272704648e-14   0.000000000e+00   1.000000000e+00   
1.876865679e-05   3.830338121e-05   3.216436776e-01   9.194324000e-01   3.000000000e+02   3.000000000e+02   1.256080150e-12   0.000000000e+00   1.000000000e+00   
1.876865679e-05   3.830338121e-05   3.264067678e-01   9.330479000e-01   3.000000001e+02   3.000000000e+02   9.653993939e-11   0.000000000e+00   1.000000000e+00   
1.876865679e-05   3.830338121e-05   3.309002802e-01   9.458928000e-01   3.000000052e+02   3.000000000e+02   5.586361947e-09   0.000000000e+00   1.000000000e+00   
1.876865679e-05   3.830338121e-05   3.351394323e-01   9.580106000e-01   3.000002869e+02   3.000000000e+02   2.316498617e-07   0.000000000e+00   1.000000000e+00   
1.876865679e-05   3.830338121e-05   3.391386369e-01   9.694425000e-01   3.000112949e+02   3.000000000e+02   6.363826941e-06   0.000000000e+00   1.000000000e+00   
1.876865679e-05   3.830338121e-05   3.429114326e-01   9.802272000e-01   3.002964277e+02   3.000000000e+02   1.002734196e-04   0.000000000e+00   1.000000000e+00   
1.876865679e-05   3.830338121e-05   3.464707279e-01   9.904016000e-01   3.045497654e+02   3.000000000e+02   6.366036276e-04   0.000000000e+00   1.000000000e+00   
1.876865679e-05   3.830338121e-05   3.498285220e-01   1.000000000e+00   3.305124536e+02   7.650000000e+02   -1.225006458e-03  0.000000000e+00   1.000000000e+00   

2.500322555e-04   5.102699093e-04   1.000000000e-13   2.858322609e-13   3.000000000e+02   3.000000000e+02   1.735561155e-22   0.000000000e+00   1.000000000e+00   
2.500322555e-04   5.102699093e-04   2.297112642e-02   6.565889000e-02   3.000000000e+02   3.000000000e+02   5.785203848e-23   0.000000000e+00   1.000000000e+00   
2.500322555e-04   5.102699093e-04   4.464198674e-02   1.276012000e-01   3.000000000e+02   3.000000000e+02   2.935350205e-23   0.000000000e+00   1.000000000e+00   
2.500322555e-04   5.102699093e-04   6.508621505e-02   1.860374000e-01   3.000000000e+02   3.000000000e+02   1.802797137e-23   0.000000000e+00   1.000000000e+00   
2.500322555e-04   5.102699093e-04   8.437322619e-02   2.411659000e-01   3.000000000e+02   3.000000000e+02   1.237179461e-23   0.000000000e+00   1.000000000e+00   
2.500322555e-04   5.102699093e-04   1.025685131e-01   2.931739000e-01   3.000000000e+02   3.000000000e+02   9.131871873e-24   0.000000000e+00   1.000000000e+00   
2.500322555e-04   5.102699093e-04   1.197338603e-01   3.422380000e-01   3.000000000e+02   3.000000000e+02   7.096987839e-24   0.000000000e+00   1.000000000e+00   
2.500322555e-04   5.102699093e-04   1.359276237e-01   3.885250000e-01   3.000000000e+02   3.000000000e+02   5.731371714e-24   0.000000000e+00   1.000000000e+00   
2.500322555e-04   5.102699093e-04   1.512047306e-01   4.321919000e-01   3.000000000e+02   3.000000000e+02   4.767911252e-24   0.000000000e+00   1.000000000e+00   
2.500322555e-04   5.102699093e-04   1.656170995e-01   4.733871000e-01   3.000000000e+02   3.000000000e+02   4.061099415e-24   0.000000000e+00   1.000000000e+00   
2.500322555e-04   5.102699093e-04   1.792136753e-01   5.122505000e-01   3.000000000e+02   3.000000000e+02   3.526068193e-24   0.000000000e+00   1.000000000e+00   
2.500322555e-04   5.102699093e-04   1.920406389e-01   5.489141000e-01   3.000000000e+02   3.000000000e+02   3.110541915e-24   0.000000000e+00   1.000000000e+00   
2.500322555e-04   5.102699093e-04   2.041415123e-01   5.835023000e-01   3.000000000e+02   3.000000000e+02   2.780766557e-24   0.000000000e+00   1.000000000e+00   
2.500322555e-04   5.102699093e-04   2.155574735e-01   6.161328000e-01   3.000000000e+02   3.000000000e+02   2.507837112e-24   0.000000000e+00   1.000000000e+00   
2.500322555e-04   5.102699093e-04   2.263272165e-01   6.469162000e-01   3.000000000e+02   3.000000000e+02   1.852629420e-24   0.000000000e+00   1.000000000e+00   
2.500322555e-04   5.102699093e-04   2.364873713e-01   6.759572000e-01   3.000000000e+02   3.000000000e+02   -2.147953990e-23  0.000000000e+00   1.000000000e+00   
2.500322555e-04   5.102699093e-04   2.460724335e-01   7.033544000e-01   3.000000000e+02   3.000000000e+02   -8.424071301e-22  0.000000000e+00   1.000000000e+00   
2.500322555e-04   5.102699093e-04   2.551149397e-01   7.292008000e-01   3.000000000e+02   3.000000000e+02   1.211020496e-21   0.000000000e+00   1.000000000e+00   
2.500322555e-04   5.102699093e-04   2.636456073e-01   7.535842000e-01   3.000000000e+02   3.000000000e+02   5.245953462e-18   0.000000000e+00   1.000000000e+00   
2.500322555e-04   5.102699093e-04   2.716933693e-01   7.765873000e-01   3.000000000e+02   3.000000000e+02   1.989417997e-16   0.000000000e+00   1.000000000e+00   
2.500322555e-04   5.102699093e-04   2.792856543e-01   7.982885000e-01   3.000000000e+02   3.000000000e+02   5.520107123e-15   0.000000000e+00   1.000000000e+00   
2.500322555e-04   5.102699093e-04   2.864481418e-01   8.187612000e-01   3.000000000e+02   3.000000000e+02   1.301621821e-13   0.000000000e+00   1.000000000e+00   
2.500322555e-04   5.102699093e-04   2.932052167e-01   8.380751000e-01   3.000000000e+02   3.000000000e+02   2.592124557e-12   0.000000000e+00   1.000000000e+00   
2.500322555e-04   5.102699093e-04   2.995798296e-01   8.562958000e-01   3.000000002e+02   3.000000000e+02   4.323832499e-11   0.000000000e+00   1.000000000e+00   
2.500322555e-04   5.102699093e-04   3.055936014e-01   8.734851000e-01   3.000000033e+02   3.000000000e+02   5.984207959e-10   0.000000000e+00   1.000000000e+00   
2.500322555e-04   5.102699093e-04   3.112669988e-01   8.897015000e-01   3.000000440e+02   3.000000000e+02   6.795766569e-09   0.000000000e+00   1.000000000e+00   
2.500322555e-04   5.102699093e-04   3.166192288e-01   9.049999000e-01   3.000004786e+02   3.000000000e+02   6.249359219e-08   0.000000000e+00   1.000000000e+00   
2.500322555e-04   5.102699093e-04   3.216685189e-01   9.194324000e-01   3.000042446e+02   3.000000000e+02   4.581775769e-07   0.000000000e+00   1.000000000e+00   
2.500322555e-04   5.102699093e-04   3.264319770e-01   9.330479000e-01   3.000302628e+02   3.000000000e+02   2.629414593e-06   0.000000000e+00   1.000000000e+00   
2.500322555e-04   5.102699093e-04   3.309258364e-01   9.458928000e-01   3.001709934e+02   3.000000000e+02   1.156832247e-05   0.000000000e+00   1.000000000e+00   
2.500322555e-04   5.102699093e-04   3.351653159e-01   9.580106000e-01   3.007547404e+02   3.000000000e+02   3.818840324e-05   0.000000000e+00   1.000000000e+00   
2.500322555e-04   5.102699093e-04   3.391648294e-01   9.694425000e-01   3.025725748e+02   3.000000000e+02   9.292209006e-05   0.000000000e+00   1.000000000e+00   
2.500322555e-04   5.102699093e-04   3.429379164e-01   9.802272000e-01   3.067480771e+02   3.000000000e+02   1.652335846e-04   0.000000000e+00   1.000000000e+00   
2.500322555e-04   5.102699093e-04   3.464974867e-01   9.904016000e-01   3.137672211e+02   3.000000000e+02   2.161046316e-04   0.000000000e+00   1.000000000e+00   
2.500322555e-04   5.102699093e-04   3.498555401e-01   1.000000000e+00   3.224907809e+02   7.650000000e+02   2.118921342e-04   0.000000000e+00   1.000000000e+00   

2.833940799e-03   5.783552652e-03   1.000000000e-13   2.856056240e-13   3.000000000e+02   3.000000000e+02   -1.681263036e-21  0.000000000e+00   1.000000000e+00   
2.833940799e-03   5.783552652e-03   2.298935472e-02   6.565889000e-02   3.000000000e+02   3.000000000e+02   -5.604178340e-22  0.000000000e+00   1.000000000e+00   
2.833940799e-03   5.783552652e-03   4.467741154e-02   1.276012000e-01   3.000000000e+02   3.000000000e+02   -2.842116646e-22  0.000000000e+00   1.000000000e+00   
2.833940799e-03   5.783552652e-03   6.513786297e-02   1.860374000e-01   3.000000000e+02   3.000000000e+02   -1.605300985e-22  0.000000000e+00   1.000000000e+00   
2.833940799e-03   5.783552652e-03   8.444017896e-02   2.411659000e-01   3.000000000e+02   3.000000000e+02   4.765148466e-22   0.000000000e+00   1.000000000e+00   
2.833940799e-03   5.783552652e-03   1.026499044e-01   2.931739000e-01   3.000000000e+02   3.000000000e+02   1.640033878e-20   0.000000000e+00   1.000000000e+00   
2.833940799e-03   5.783552652e-03   1.198288728e-01   3.422380000e-01   3.000000000e+02   3.000000000e+02   1.539065087e-18   0.000000000e+00   1.000000000e+00   
2.833940799e-03   5.783552652e-03   1.360354865e-01   3.885250000e-01   3.000000000e+02   3.000000000e+02   2.913606694e-17   0.000000000e+00   1.000000000e+00   
2.833940799e-03   5.783552652e-03   1.513247162e-01   4.321919000e-01   3.000000000e+02   3.000000000e+02   4.274136828e-16   0.000000000e+00   1.000000000e+00   
2.833940799e-03   5.783552652e-03   1.657485218e-01   4.733871000e-01   3.000000000e+02   3.000000000e+02   5.474749399e-15   0.000000000e+00   1.000000000e+00   
2.833940799e-03   5.783552652e-03   1.793558869e-01   5.122505000e-01   3.000000000e+02   3.000000000e+02   6.124910431e-14   0.000000000e+00   1.000000000e+00   
2.833940799e-03   5.783552652e-03   1.921930291e-01   5.489141000e-01   3.000000000e+02   3.000000000e+02   5.964340440e-13   0.000000000e+00   1.000000000e+00   
2.833940799e-03   5.783552652e-03   2.043035049e-01   5.835023000e-01   3.000000001e+02   3.000000000e+02   5.043556752e-12   0.000000000e+00   1.000000000e+00   
2.833940799e-03   5.783552652e-03   2.157285250e-01   6.161328000e-01   3.000000008e+02   3.000000000e+02   3.696754344e-11   0.000000000e+00   1.000000000e+00   
2.833940799e-03   5.783552652e-03   2.265068142e-01   6.469162000e-01   3.000000057e+02   3.000000000e+02   2.345311818e-10   0.000000000e+00   1.000000000e+00   
2.833940799e-03   5.783552652e-03   2.366750313e-01   6.759572000e-01   3.000000350e+02   3.000000000e+02   1.286826106e-09   0.000000000e+00   1.000000000e+00   
2.833940799e-03   5.783552652e-03   2.462676996e-01   7.033544000e-01   3.000001861e+02   3.000000000e+02   6.105498145e-09   0.000000000e+00   1.000000000e+00   
2.833940799e-03   5.783552652e-03   2.553173813e-01   7.292008000e-01   3.000008598e+02   3.000000000e+02   2.506887199e-08   0.000000000e+00   1.000000000e+00   
2.833940799e-03   5.783552652e-03   2.638548182e-01   7.535842000e-01   3.000034615e+02   3.000000000e+02   8.924434335e-08   0.000000000e+00   1.000000000e+00   
2.833940799e-03   5.783552652e-03   2.719089663e-01   7.765873000e-01   3.000121751e+02   3.000000000e+02   2.763574930e-07   0.000000000e+00   1.000000000e+00   
2.833940799e-03   5.783552652e-03   2.795072761e-01   7.982885000e-01   3.000375693e+02   3.000000000e+02   7.480401571e-07   0.000000000e+00   1.000000000e+00   
2.833940799e-03   5.783552652e-03   2.866754473e-01   8.187612000e-01   3.001022762e+02   3.000000000e+02   1.781584630e-06   0.000000000e+00   1.000000000e+00   
2.833940799e-03   5.783552652e-03   2.934378841e-01   8.380751000e-01   3.002473916e+02   3.000000000e+02   3.764840873e-06   0.000000000e+00   1.000000000e+00   
2.833940799e-03   5.783552652e-03   2.998175554e-01   8.562958000e-01   3.005362194e+02   3.000000000e+02   7.128804657e-06   0.000000000e+00   1.000000000e+00   
2.833940799e-03   5.783552652e-03   3.058360994e-01   8.734851000e-01   3.010514328e+02   3.000000000e+02   1.222703982e-05   0.000000000e+00   1.000000000e+00   
2.833940799e-03   5.783552652e-03   3.115139988e-01   8.897015000e-01   3.018840845e+02   3.000000000e+02   1.921015989e-05   0.000000000e+00   1.000000000e+00   
2.833940799e-03   5.783552652e-03   3.168704759e-01   9.049999000e-01   3.031169894e+02   3.000000000e+02   2.795173859e-05   0.000000000e+00   1.000000000e+00   
2.833940799e-03   5.783552652e-03   3.219237728e-01   9.194324000e-01   3.048080927e+02   3.000000000e+02   3.805545933e-05   0.000000000e+00   1.000000000e+00   
